episode,step,seed,demand,credit,market_rate,rolling_accept,optimal_rate,p_accept_at_optimal,default_prob
3,1,10003,0,2,0.061625,1.0,0.0565,0.228,0.5
3,2,10003,0,2,0.060393,1.0,0.0565,0.228,0.5
3,3,10003,0,2,0.059877,1.0,0.0565,0.228,0.5
3,4,10003,1,3,0.058064,0.75,0.059,0.3527,0.1192
3,5,10003,2,3,0.05496,0.8,0.0605,0.3919,0.1192
3,6,10003,1,2,0.055866,0.8333,0.0575,0.2642,0.5
3,7,10003,2,2,0.057694,0.7143,0.059,0.298,0.5
3,8,10003,2,3,0.056382,0.625,0.0605,0.3919,0.1192
3,9,10003,0,1,0.05521,0.6667,0.0565,0.1519,0.8808
3,10,10003,0,2,0.055749,0.6,0.0565,0.228,0.5
3,11,10003,0,2,0.057234,0.6364,0.0565,0.228,0.5
3,12,10003,2,2,0.060533,0.5833,0.059,0.298,0.5
3,13,10003,0,2,0.057407,0.6154,0.0565,0.228,0.5
3,14,10003,0,2,0.054386,0.5714,0.0565,0.228,0.5
3,15,10003,0,1,0.054812,0.5333,0.0565,0.1519,0.8808
3,16,10003,0,2,0.055484,0.5,0.0565,0.228,0.5
3,17,10003,2,3,0.056773,0.4706,0.0605,0.3919,0.1192
3,18,10003,2,2,0.05937,0.5,0.059,0.298,0.5
3,19,10003,0,1,0.057698,0.4737,0.0565,0.1519,0.8808
3,20,10003,2,2,0.060896,0.45,0.059,0.298,0.5
3,21,10003,2,3,0.060854,0.4286,0.0605,0.3919,0.1192
3,22,10003,1,1,0.056649,0.4091,0.0575,0.1788,0.8808
3,23,10003,0,1,0.054188,0.3913,0.0565,0.1519,0.8808
3,24,10003,1,3,0.055831,0.375,0.059,0.3527,0.1192
3,25,10003,1,3,0.058712,0.36,0.059,0.3527,0.1192
3,26,10003,0,1,0.059903,0.3462,0.0565,0.1519,0.8808
3,27,10003,2,1,0.058362,0.3333,0.0585,0.2092,0.8808
3,28,10003,2,2,0.055711,0.3571,0.059,0.298,0.5
3,29,10003,1,3,0.055118,0.3448,0.059,0.3527,0.1192
4,0,10004,0,2,0.065182,0.5,0.0565,0.228,0.5
4,1,10004,0,2,0.066066,0.0,0.0565,0.228,0.5
4,2,10004,2,2,0.060981,0.0,0.059,0.298,0.5
4,3,10004,2,1,0.057814,0.0,0.0585,0.2092,0.8808
4,4,10004,2,3,0.055138,0.0,0.0605,0.3919,0.1192
4,5,10004,1,1,0.057357,0.2,0.0575,0.1788,0.8808
4,6,10004,1,2,0.059376,0.1667,0.0575,0.2642,0.5
4,7,10004,2,1,0.061612,0.2857,0.0585,0.2092,0.8808
4,8,10004,0,1,0.059123,0.375,0.0565,0.1519,0.8808
4,9,10004,0,3,0.055864,0.3333,0.0575,0.3155,0.1192
4,10,10004,0,2,0.055347,0.4,0.0565,0.228,0.5
4,11,10004,0,3,0.056432,0.3636,0.0575,0.3155,0.1192
4,12,10004,0,3,0.057266,0.3333,0.0575,0.3155,0.1192
4,13,10004,0,2,0.05828,0.3077,0.0565,0.228,0.5
4,14,10004,1,1,0.058045,0.3571,0.0575,0.1788,0.8808
4,15,10004,0,1,0.05801,0.3333,0.0565,0.1519,0.8808
4,16,10004,0,2,0.059113,0.3125,0.0565,0.228,0.5
4,17,10004,1,2,0.058202,0.2941,0.0575,0.2642,0.5
4,18,10004,2,1,0.055893,0.3333,0.0585,0.2092,0.8808
4,19,10004,1,3,0.054075,0.3684,0.059,0.3527,0.1192
4,20,10004,0,2,0.051653,0.35,0.0565,0.228,0.5
4,21,10004,2,1,0.052243,0.3333,0.0585,0.2092,0.8808
4,22,10004,1,3,0.050648,0.3182,0.059,0.3527,0.1192
4,23,10004,0,2,0.053342,0.3043,0.0565,0.228,0.5
4,24,10004,1,2,0.049015,0.2917,0.0575,0.2642,0.5
4,25,10004,1,2,0.046914,0.32,0.0575,0.2642,0.5
4,26,10004,2,1,0.050387,0.3077,0.0585,0.2092,0.8808
4,27,10004,1,3,0.048483,0.2963,0.059,0.3527,0.1192
4,28,10004,2,3,0.047912,0.2857,0.0605,0.3919,0.1192
4,29,10004,2,2,0.048701,0.2759,0.059,0.298,0.5
