episode,step,seed,demand,credit,market_rate,rolling_accept,optimal_rate,p_accept_at_optimal,default_prob
0,91,10000,2,2,0.047471,0.2,0.059,0.298,0.5
0,92,10000,2,2,0.049594,0.2,0.059,0.298,0.5
0,93,10000,2,3,0.047774,0.2,0.0605,0.3919,0.1192
0,94,10000,2,2,0.046277,0.2,0.059,0.298,0.5
0,95,10000,0,1,0.042892,0.2,0.0565,0.1519,0.8808
0,96,10000,2,3,0.040618,0.2,0.0605,0.3919,0.1192
0,97,10000,2,2,0.042132,0.18,0.059,0.298,0.5
0,98,10000,0,1,0.041788,0.2,0.0565,0.1519,0.8808
0,99,10000,1,2,0.043638,0.2,0.0575,0.2642,0.5
1,0,10001,1,2,0.061444,0.5,0.0575,0.2642,0.5
1,1,10001,0,1,0.059354,0.0,0.0565,0.1519,0.8808
1,2,10001,2,3,0.059205,0.0,0.0605,0.3919,0.1192
1,3,10001,2,2,0.057611,0.0,0.059,0.298,0.5
1,4,10001,1,2,0.057073,0.25,0.0575,0.2642,0.5
1,5,10001,1,2,0.05352,0.2,0.0575,0.2642,0.5
1,6,10001,2,2,0.053515,0.3333,0.059,0.298,0.5
1,7,10001,0,2,0.051061,0.2857,0.0565,0.228,0.5
1,8,10001,1,2,0.053141,0.25,0.0575,0.2642,0.5
1,9,10001,1,3,0.052848,0.2222,0.059,0.3527,0.1192
1,10,10001,2,1,0.047543,0.2,0.0585,0.2092,0.8808
1,11,10001,1,3,0.049218,0.2727,0.059,0.3527,0.1192
1,12,10001,2,1,0.05114,0.25,0.0585,0.2092,0.8808
1,13,10001,2,1,0.05051,0.3077,0.0585,0.2092,0.8808
1,14,10001,1,2,0.049842,0.2857,0.0575,0.2642,0.5
1,15,10001,1,2,0.051221,0.2667,0.0575,0.2642,0.5
1,16,10001,2,1,0.053748,0.25,0.0585,0.2092,0.8808
1,17,10001,0,3,0.055434,0.2353,0.0575,0.3155,0.1192
1,18,10001,2,2,0.054134,0.2222,0.059,0.298,0.5
1,19,10001,2,3,0.055876,0.2632,0.0605,0.3919,0.1192
1,20,10001,1,1,0.056769,0.25,0.0575,0.1788,0.8808
1,21,10001,1,1,0.055907,0.2857,0.0575,0.1788,0.8808
1,22,10001,2,3,0.058393,0.2727,0.0605,0.3919,0.1192
1,23,10001,2,2,0.058292,0.3043,0.059,0.298,0.5
1,24,10001,0,2,0.058215,0.3333,0.0565,0.228,0.5
1,25,10001,0,2,0.057832,0.32,0.0565,0.228,0.5
1,26,10001,0,3,0.057696,0.3077,0.0575,0.3155,0.1192
1,27,10001,2,2,0.059654,0.2963,0.059,0.298,0.5
1,28,10001,2,3,0.058019,0.2857,0.0605,0.3919,0.1192
1,29,10001,1,2,0.054763,0.2759,0.0575,0.2642,0.5
1,30,10001,1,3,0.05238,0.2667,0.059,0.3527,0.1192
1,31,10001,0,2,0.053376,0.2903,0.0565,0.228,0.5
1,32,10001,2,2,0.056252,0.2812,0.059,0.298,0.5
1,33,10001,0,1,0.057889,0.2727,0.0565,0.1519,0.8808
1,34,10001,2,2,0.057648,0.2647,0.059,0.298,0.5
1,35,10001,2,1,0.060457,0.2857,0.0585,0.2092,0.8808
1,36,10001,2,1,0.057347,0.2778,0.0585,0.2092,0.8808
1,37,10001,0,3,0.052426,0.2703,0.0575,0.3155,0.1192
1,38,10001,0,3,0.05304,0.2895,0.0575,0.3155,0.1192
1,39,10001,0,3,0.048326,0.2821,0.0575,0.3155,0.1192
1,40,10001,0,1,0.048129,0.275,0.0565,0.1519,0.8808
1,41,10001,1,1,0.049287,0.2683,0.0575,0.1788,0.8808
1,42,10001,0,2,0.046795,0.2619,0.0565,0.228,0.5
1,43,10001,2,2,0.044834,0.2558,0.059,0.298,0.5
1,44,10001,1,1,0.04705,0.25,0.0575,0.1788,0.8808
1,45,10001,1,2,0.046799,0.2667,0.0575,0.2642,0.5
1,46,10001,1,3,0.04794,0.2609,0.059,0.3527,0.1192
1,47,10001,2,1,0.046046,0.2766,0.0585,0.2092,0.8808
1,48,10001,2,1,0.046661,0.2708,0.0585,0.2092,0.8808
1,49,10001,0,2,0.045582,0.2857,0.0565,0.228,0.5
1,50,10001,0,3,0.04523,0.28,0.0575,0.3155,0.1192
1,51,10001,0,2,0.047206,0.28,0.0565,0.228,0.5
1,52,10001,2,2,0.04569,0.28,0.059,0.298,0.5
1,53,10001,0,2,0.044705,0.28,0.0565,0.228,0.5
1,54,10001,1,2,0.043856,0.26,0.0575,0.2642,0.5
1,55,10001,1,3,0.045984,0.26,0.059,0.3527,0.1192
1,56,10001,2,1,0.045354,0.26,0.0585,0.2092,0.8808
1,57,10001,2,2,0.045744,0.26,0.059,0.298,0.5
1,58,10001,1,2,0.04728,0.26,0.0575,0.2642,0.5
1,59,10001,0,2,0.048016,0.28,0.0565,0.228,0.5
1,60,10001,0,1,0.049742,0.28,0.0565,0.1519,0.8808
1,61,10001,1,2,0.048273,0.26,0.0575,0.2642,0.5
1,62,10001,1,1,0.047899,0.26,0.0575,0.1788,0.8808
1,63,10001,2,2,0.050891,0.24,0.059,0.298,0.5
1,64,10001,2,2,0.050238,0.24,0.059,0.298,0.5
1,65,10001,0,3,0.049594,0.24,0.0575,0.3155,0.1192
1,66,10001,0,2,0.052557,0.24,0.0565,0.228,0.5
1,67,10001,1,2,0.055315,0.24,0.0575,0.2642,0.5
1,68,10001,1,1,0.056984,0.26,0.0575,0.1788,0.8808
1,69,10001,1,1,0.057519,0.24,0.0575,0.1788,0.8808
1,70,10001,1,3,0.060154,0.24,0.059,0.3527,0.1192
1,71,10001,0,1,0.062047,0.24,0.0565,0.1519,0.8808
1,72,10001,0,3,0.06175,0.24,0.0575,0.3155,0.1192
1,73,10001,0,3,0.058147,0.22,0.0575,0.3155,0.1192
1,74,10001,1,2,0.058244,0.22,0.0575,0.2642,0.5
1,75,10001,0,3,0.056186,0.22,0.0575,0.3155,0.1192
1,76,10001,2,1,0.052823,0.24,0.0585,0.2092,0.8808
1,77,10001,0,3,0.053088,0.26,0.0575,0.3155,0.1192
1,78,10001,0,1,0.055293,0.26,0.0565,0.1519,0.8808
1,79,10001,2,3,0.056907,0.26,0.0605,0.3919,0.1192
1,80,10001,1,3,0.055294,0.28,0.059,0.3527,0.1192
1,81,10001,0,3,0.053803,0.26,0.0575,0.3155,0.1192
1,82,10001,2,2,0.053861,0.26,0.059,0.298,0.5
1,83,10001,2,2,0.055263,0.28,0.059,0.298,0.5
1,84,10001,2,2,0.055147,0.28,0.059,0.298,0.5
1,85,10001,0,2,0.057191,0.28,0.0565,0.228,0.5
1,86,10001,2,3,0.055891,0.28,0.0605,0.3919,0.1192
1,87,10001,1,3,0.056261,0.28,0.059,0.3527,0.1192
1,88,10001,2,2,0.056925,0.28,0.059,0.298,0.5
1,89,10001,2,3,0.051907,0.28,0.0605,0.3919,0.1192
1,90,10001,0,3,0.052231,0.28,0.0575,0.3155,0.1192
1,91,10001,1,3,0.055249,0.28,0.059,0.3527,0.1192
1,92,10001,1,2,0.0579,0.28,0.0575,0.2642,0.5
1,93,10001,0,2,0.056974,0.28,0.0565,0.228,0.5
1,94,10001,2,2,0.054945,0.28,0.059,0.298,0.5
1,95,10001,0,1,0.056377,0.26,0.0565,0.1519,0.8808
1,96,10001,1,3,0.055785,0.26,0.059,0.3527,0.1192
1,97,10001,2,3,0.055506,0.26,0.0605,0.3919,0.1192
1,98,10001,1,2,0.05411,0.26,0.0575,0.2642,0.5
1,99,10001,2,3,0.051959,0.26,0.0605,0.3919,0.1192
2,0,10002,0,2,0.059056,0.5,0.0565,0.228,0.5
2,1,10002,2,2,0.058249,1.0,0.059,0.298,0.5
2,2,10002,2,3,0.057197,0.5,0.0605,0.3919,0.1192
2,3,10002,2,2,0.057959,0.3333,0.059,0.298,0.5
2,4,10002,0,2,0.058926,0.5,0.0565,0.228,0.5
2,5,10002,2,2,0.057484,0.4,0.059,0.298,0.5
2,6,10002,2,3,0.055483,0.3333,0.0605,0.3919,0.1192
2,7,10002,1,2,0.058263,0.4286,0.0575,0.2642,0.5
2,8,10002,2,3,0.057026,0.375,0.0605,0.3919,0.1192
2,9,10002,1,2,0.05686,0.3333,0.0575,0.2642,0.5
2,10,10002,0,2,0.056459,0.4,0.0565,0.228,0.5
2,11,10002,1,3,0.057452,0.4545,0.059,0.3527,0.1192
2,12,10002,1,3,0.061076,0.5,0.059,0.3527,0.1192
2,13,10002,1,2,0.062271,0.4615,0.0575,0.2642,0.5
2,14,10002,2,2,0.064217,0.5,0.059,0.298,0.5
2,15,10002,2,2,0.066556,0.4667,0.059,0.298,0.5
2,16,10002,0,2,0.067398,0.4375,0.0565,0.228,0.5
2,17,10002,0,2,0.067734,0.4118,0.0565,0.228,0.5
2,18,10002,0,2,0.069576,0.3889,0.0565,0.228,0.5
2,19,10002,0,2,0.068262,0.3684,0.0565,0.228,0.5
2,20,10002,2,2,0.068358,0.35,0.059,0.298,0.5
2,21,10002,0,2,0.067509,0.3333,0.0565,0.228,0.5
2,22,10002,0,2,0.066267,0.3182,0.0565,0.228,0.5
2,23,10002,0,1,0.067452,0.3043,0.0565,0.1519,0.8808
2,24,10002,0,3,0.063727,0.2917,0.0575,0.3155,0.1192
2,25,10002,0,1,0.062562,0.32,0.0565,0.1519,0.8808
2,26,10002,1,2,0.063609,0.3077,0.0575,0.2642,0.5
2,27,10002,1,2,0.062186,0.2963,0.0575,0.2642,0.5
2,28,10002,1,1,0.06064,0.2857,0.0575,0.1788,0.8808
2,29,10002,0,2,0.05872,0.2759,0.0565,0.228,0.5
2,30,10002,0,1,0.059284,0.2667,0.0565,0.1519,0.8808
2,31,10002,0,2,0.060209,0.2581,0.0565,0.228,0.5
2,32,10002,0,2,0.057991,0.25,0.0565,0.228,0.5
2,33,10002,0,2,0.057726,0.2424,0.0565,0.228,0.5
2,34,10002,0,3,0.061721,0.2353,0.0575,0.3155,0.1192
2,35,10002,2,3,0.060367,0.2286,0.0605,0.3919,0.1192
2,36,10002,1,2,0.058536,0.2222,0.0575,0.2642,0.5
2,37,10002,0,3,0.054633,0.2162,0.0575,0.3155,0.1192
2,38,10002,1,2,0.048733,0.2368,0.0575,0.2642,0.5
2,39,10002,1,2,0.050177,0.2564,0.0575,0.2642,0.5
2,40,10002,0,3,0.050426,0.25,0.0575,0.3155,0.1192
2,41,10002,2,2,0.050041,0.2439,0.059,0.298,0.5
2,42,10002,1,1,0.049777,0.2381,0.0575,0.1788,0.8808
2,43,10002,2,2,0.04961,0.2558,0.059,0.298,0.5
2,44,10002,2,2,0.046145,0.25,0.059,0.298,0.5
2,45,10002,0,2,0.048225,0.2444,0.0565,0.228,0.5
2,46,10002,0,2,0.051174,0.2391,0.0565,0.228,0.5
2,47,10002,0,3,0.048111,0.234,0.0575,0.3155,0.1192
2,48,10002,2,2,0.0492,0.25,0.059,0.298,0.5
2,49,10002,2,2,0.047806,0.2653,0.059,0.298,0.5
2,50,10002,0,1,0.05115,0.26,0.0565,0.1519,0.8808
2,51,10002,0,2,0.052313,0.24,0.0565,0.228,0.5
2,52,10002,1,3,0.050858,0.24,0.059,0.3527,0.1192
2,53,10002,2,3,0.048352,0.24,0.0605,0.3919,0.1192
2,54,10002,2,1,0.048766,0.22,0.0585,0.2092,0.8808
2,55,10002,0,2,0.049228,0.22,0.0565,0.228,0.5
2,56,10002,0,2,0.050841,0.22,0.0565,0.228,0.5
2,57,10002,0,1,0.051449,0.22,0.0565,0.1519,0.8808
2,58,10002,0,2,0.05106,0.22,0.0565,0.228,0.5
2,59,10002,0,1,0.047446,0.22,0.0565,0.1519,0.8808
2,60,10002,1,2,0.049843,0.2,0.0575,0.2642,0.5
2,61,10002,1,3,0.047537,0.18,0.059,0.3527,0.1192
2,62,10002,2,2,0.045806,0.18,0.059,0.298,0.5
2,63,10002,1,1,0.044254,0.2,0.0575,0.1788,0.8808
2,64,10002,0,2,0.041985,0.18,0.0565,0.228,0.5
2,65,10002,1,3,0.0423,0.18,0.059,0.3527,0.1192
2,66,10002,1,1,0.041793,0.2,0.0575,0.1788,0.8808
2,67,10002,1,1,0.04259,0.2,0.0575,0.1788,0.8808
2,68,10002,2,3,0.045395,0.22,0.0605,0.3919,0.1192
2,69,10002,0,2,0.042518,0.22,0.0565,0.228,0.5
2,70,10002,0,2,0.040924,0.22,0.0565,0.228,0.5
2,71,10002,1,1,0.039836,0.22,0.0575,0.1788,0.8808
2,72,10002,0,1,0.042154,0.22,0.0565,0.1519,0.8808
2,73,10002,1,3,0.04138,0.22,0.059,0.3527,0.1192
2,74,10002,2,2,0.041403,0.22,0.059,0.298,0.5
2,75,10002,2,2,0.043663,0.2,0.059,0.298,0.5
2,76,10002,2,3,0.043647,0.2,0.0605,0.3919,0.1192
2,77,10002,0,1,0.043726,0.2,0.0565,0.1519,0.8808
2,78,10002,1,2,0.047516,0.2,0.0575,0.2642,0.5
2,79,10002,1,2,0.05107,0.2,0.0575,0.2642,0.5
2,80,10002,0,1,0.054365,0.2,0.0565,0.1519,0.8808
2,81,10002,2,3,0.05723,0.2,0.0605,0.3919,0.1192
2,82,10002,2,2,0.058411,0.2,0.059,0.298,0.5
2,83,10002,1,2,0.061491,0.2,0.0575,0.2642,0.5
2,84,10002,0,3,0.057617,0.2,0.0575,0.3155,0.1192
2,85,10002,2,3,0.054348,0.2,0.0605,0.3919,0.1192
2,86,10002,0,2,0.053453,0.22,0.0565,0.228,0.5
2,87,10002,1,2,0.054839,0.22,0.0575,0.2642,0.5
2,88,10002,2,1,0.058455,0.2,0.0585,0.2092,0.8808
2,89,10002,1,2,0.061276,0.18,0.0575,0.2642,0.5
2,90,10002,1,2,0.06299,0.18,0.0575,0.2642,0.5
2,91,10002,2,3,0.063391,0.18,0.0605,0.3919,0.1192
2,92,10002,1,2,0.064065,0.18,0.0575,0.2642,0.5
2,93,10002,2,2,0.064506,0.16,0.059,0.298,0.5
2,94,10002,2,2,0.062244,0.18,0.059,0.298,0.5
2,95,10002,2,3,0.064727,0.18,0.0605,0.3919,0.1192
2,96,10002,2,1,0.06217,0.18,0.0585,0.2092,0.8808
2,97,10002,1,1,0.061943,0.18,0.0575,0.1788,0.8808
2,98,10002,0,2,0.064923,0.16,0.0565,0.228,0.5
2,99,10002,1,3,0.062982,0.16,0.059,0.3527,0.1192
3,0,10003,2,3,0.060645,0.5,0.0605,0.3919,0.1192
3,1,10003,0,2,0.061625,1.0,0.0565,0.228,0.5
3,2,10003,0,2,0.060393,1.0,0.0565,0.228,0.5
3,3,10003,0,2,0.059877,1.0,0.0565,0.228,0.5
3,4,10003,1,3,0.058064,0.75,0.059,0.3527,0.1192
3,5,10003,2,3,0.05496,0.8,0.0605,0.3919,0.1192
3,6,10003,1,2,0.055866,0.8333,0.0575,0.2642,0.5
3,7,10003,2,2,0.057694,0.7143,0.059,0.298,0.5
3,8,10003,2,3,0.056382,0.625,0.0605,0.3919,0.1192
3,9,10003,0,1,0.05521,0.6667,0.0565,0.1519,0.8808
3,10,10003,0,2,0.055749,0.6,0.0565,0.228,0.5
3,11,10003,0,2,0.057234,0.6364,0.0565,0.228,0.5
3,12,10003,2,2,0.060533,0.5833,0.059,0.298,0.5
3,13,10003,0,2,0.057407,0.6154,0.0565,0.228,0.5
3,14,10003,0,2,0.054386,0.5714,0.0565,0.228,0.5
3,15,10003,0,1,0.054812,0.5333,0.0565,0.1519,0.8808
3,16,10003,0,2,0.055484,0.5,0.0565,0.228,0.5
3,17,10003,2,3,0.056773,0.4706,0.0605,0.3919,0.1192
3,18,10003,2,2,0.05937,0.5,0.059,0.298,0.5
3,19,10003,0,1,0.057698,0.4737,0.0565,0.1519,0.8808
3,20,10003,2,2,0.060896,0.45,0.059,0.298,0.5
3,21,10003,2,3,0.060854,0.4286,0.0605,0.3919,0.1192
3,22,10003,1,1,0.056649,0.4091,0.0575,0.1788,0.8808
3,23,10003,0,1,0.054188,0.3913,0.0565,0.1519,0.8808
3,24,10003,1,3,0.055831,0.375,0.059,0.3527,0.1192
3,25,10003,1,3,0.058712,0.36,0.059,0.3527,0.1192
3,26,10003,0,1,0.059903,0.3462,0.0565,0.1519,0.8808
3,27,10003,2,1,0.058362,0.3333,0.0585,0.2092,0.8808
3,28,10003,2,2,0.055711,0.3571,0.059,0.298,0.5
3,29,10003,1,3,0.055118,0.3448,0.059,0.3527,0.1192
3,30,10003,0,2,0.054965,0.3333,0.0565,0.228,0.5
3,31,10003,0,3,0.055058,0.3548,0.0575,0.3155,0.1192
3,32,10003,2,2,0.053079,0.3438,0.059,0.298,0.5
3,33,10003,1,1,0.054525,0.3333,0.0575,0.1788,0.8808
3,34,10003,1,2,0.058389,0.3235,0.0575,0.2642,0.5
3,35,10003,1,2,0.05919,0.3429,0.0575,0.2642,0.5
3,36,10003,2,2,0.056144,0.3333,0.059,0.298,0.5
3,37,10003,1,2,0.05766,0.3243,0.0575,0.2642,0.5
3,38,10003,1,2,0.058075,0.3421,0.0575,0.2642,0.5
3,39,10003,0,2,0.056761,0.3333,0.0565,0.228,0.5
3,40,10003,1,1,0.056067,0.325,0.0575,0.1788,0.8808
3,41,10003,2,3,0.052563,0.3171,0.0605,0.3919,0.1192
3,42,10003,2,2,0.053798,0.3095,0.059,0.298,0.5
3,43,10003,0,3,0.051595,0.3023,0.0575,0.3155,0.1192
3,44,10003,2,2,0.052386,0.2955,0.059,0.298,0.5
3,45,10003,1,2,0.053689,0.3111,0.0575,0.2642,0.5
3,46,10003,1,3,0.055643,0.3043,0.059,0.3527,0.1192
3,47,10003,2,2,0.05437,0.3191,0.059,0.298,0.5
3,48,10003,0,2,0.056651,0.3333,0.0565,0.228,0.5
3,49,10003,2,3,0.057962,0.3265,0.0605,0.3919,0.1192
3,50,10003,2,2,0.061777,0.32,0.059,0.298,0.5
3,51,10003,1,1,0.062105,0.3,0.0575,0.1788,0.8808
3,52,10003,1,3,0.064314,0.28,0.059,0.3527,0.1192
3,53,10003,1,3,0.062913,0.28,0.059,0.3527,0.1192
3,54,10003,0,2,0.061701,0.28,0.0565,0.228,0.5
3,55,10003,2,1,0.058785,0.26,0.0585,0.2092,0.8808
3,56,10003,0,2,0.05409,0.26,0.0565,0.228,0.5
3,57,10003,2,2,0.052696,0.26,0.059,0.298,0.5
3,58,10003,0,3,0.056004,0.26,0.0575,0.3155,0.1192
3,59,10003,0,3,0.054524,0.24,0.0575,0.3155,0.1192
3,60,10003,2,1,0.055854,0.24,0.0585,0.2092,0.8808
3,61,10003,2,2,0.054316,0.24,0.059,0.298,0.5
3,62,10003,2,2,0.053086,0.24,0.059,0.298,0.5
3,63,10003,1,1,0.054369,0.22,0.0575,0.1788,0.8808
3,64,10003,1,2,0.05583,0.24,0.0575,0.2642,0.5
3,65,10003,2,2,0.056005,0.24,0.059,0.298,0.5
3,66,10003,2,3,0.05724,0.26,0.0605,0.3919,0.1192
3,67,10003,2,3,0.059122,0.26,0.0605,0.3919,0.1192
3,68,10003,1,2,0.056426,0.26,0.0575,0.2642,0.5
3,69,10003,0,1,0.058739,0.28,0.0565,0.1519,0.8808
3,70,10003,0,2,0.058574,0.3,0.0565,0.228,0.5
3,71,10003,2,2,0.05884,0.3,0.059,0.298,0.5
3,72,10003,1,3,0.057615,0.3,0.059,0.3527,0.1192
3,73,10003,2,1,0.054674,0.3,0.0585,0.2092,0.8808
3,74,10003,1,2,0.051978,0.3,0.0575,0.2642,0.5
3,75,10003,1,1,0.052795,0.32,0.0575,0.1788,0.8808
3,76,10003,1,1,0.050395,0.32,0.0575,0.1788,0.8808
3,77,10003,0,3,0.050255,0.32,0.0575,0.3155,0.1192
3,78,10003,0,1,0.051604,0.32,0.0565,0.1519,0.8808
3,79,10003,0,2,0.051253,0.32,0.0565,0.228,0.5
3,80,10003,1,2,0.049488,0.32,0.0575,0.2642,0.5
3,81,10003,2,2,0.049745,0.3,0.059,0.298,0.5
3,82,10003,2,3,0.050011,0.3,0.0605,0.3919,0.1192
3,83,10003,2,3,0.048054,0.3,0.0605,0.3919,0.1192
3,84,10003,2,2,0.048492,0.3,0.059,0.298,0.5
3,85,10003,0,3,0.050589,0.28,0.0575,0.3155,0.1192
3,86,10003,0,2,0.050738,0.28,0.0565,0.228,0.5
3,87,10003,0,3,0.04908,0.28,0.0575,0.3155,0.1192
3,88,10003,1,2,0.04777,0.28,0.0575,0.2642,0.5
3,89,10003,0,2,0.045945,0.28,0.0565,0.228,0.5
3,90,10003,1,2,0.045209,0.28,0.0575,0.2642,0.5
3,91,10003,0,2,0.041162,0.3,0.0565,0.228,0.5
3,92,10003,0,3,0.04039,0.3,0.0575,0.3155,0.1192
3,93,10003,2,2,0.038807,0.3,0.059,0.298,0.5
3,94,10003,0,2,0.037362,0.3,0.0565,0.228,0.5
3,95,10003,0,3,0.034986,0.3,0.0575,0.3155,0.1192
3,96,10003,1,3,0.033822,0.3,0.059,0.3527,0.1192
3,97,10003,1,2,0.03549,0.28,0.0575,0.2642,0.5
3,98,10003,0,2,0.033426,0.26,0.0565,0.228,0.5
3,99,10003,0,2,0.033645,0.26,0.0565,0.228,0.5
4,0,10004,0,2,0.065182,0.5,0.0565,0.228,0.5
4,1,10004,0,2,0.066066,0.0,0.0565,0.228,0.5
4,2,10004,2,2,0.060981,0.0,0.059,0.298,0.5
4,3,10004,2,1,0.057814,0.0,0.0585,0.2092,0.8808
4,4,10004,2,3,0.055138,0.0,0.0605,0.3919,0.1192
4,5,10004,1,1,0.057357,0.2,0.0575,0.1788,0.8808
